"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.861018911E0,-2.080901861E-1,-7.790254116E0,-4.316444397E-1
1.865842817E0,-2.389409542E-1,-7.998569489E0,-6.009550095E-1
1.870666775E0,-3.279417753E-2,-8.356835365E0,-6.731452942E-1
1.875490682E0,-1.250616908E-1,-8.541691780E0,-8.035087585E-1
1.880314588E0,-4.995424151E-1,-8.576659203E0,-9.010095596E-1
1.885138546E0,-5.704753995E-1,-8.914569855E0,-9.872331619E-1
1.889962452E0,-3.800546527E-1,-8.969249725E0,-1.031350136E0
1.894786411E0,-4.548341632E-1,-9.077229500E0,-1.040884018E0
1.899610317E0,-4.396452904E-1,-9.254412651E0,-9.160642624E-1
1.904434275E0,-4.191695452E-1,-9.311701775E0,-1.018074989E0
1.909258182E0,-5.272607803E-1,-9.430019379E0,-1.213148117E0
1.914082088E0,-6.952500343E-1,-9.568072319E0,-1.310420990E0
1.918906046E0,-7.802488804E-1,-9.439451218E0,-1.386756897E0
1.923729952E0,-5.167613029E-1,-9.114704132E0,-1.139753342E0
1.928553911E0,-2.720388174E-1,-8.971598625E0,-9.598789215E-1
1.933377713E0,-1.221222878E-1,-9.109763145E0,-9.690656662E-1
1.938201723E0,-1.652362347E-1,-9.084867477E0,-9.162950516E-1
1.943025682E0,-3.541418314E-1,-8.740386963E0,-7.632379532E-1
1.947849588E0,-5.291135311E-1,-8.345079422E0,-6.409864426E-1
1.952673546E0,-5.002819300E-1,-8.104921341E0,-4.488039017E-1
1.957497452E0,-2.207603455E-1,-7.783886909E0,-8.873271942E-2
1.962321359E0,-1.139830351E-1,-7.688326836E0,8.612823486E-2
1.967145317E0,-1.999278665E-1,-7.381618023E0,2.224998474E-1
1.971969223E0,-2.340092063E-1,-7.432711124E0,2.541389465E-1
1.976793182E0,5.846422911E-2,-7.259083748E0,5.516395569E-1
1.981617088E0,-9.295940399E-3,-7.224680901E0,6.493234634E-1
1.986440994E0,-1.459115148E-1,-7.400659561E0,9.661293030E-2
1.991264952E0,-9.515488148E-2,-7.430934429E0,-2.434253693E-1
1.996088859E0,5.726152658E-2,-7.225727081E0,-8.654594421E-3
2.000912817E0,1.633151472E-1,-7.251374245E0,1.637363434E-2
2.005736723E0,2.296069562E-1,-7.450106144E0,-2.922105789E-1
2.010560629E0,2.458817959E-1,-7.621019840E0,-4.492769241E-1
2.015384536E0,2.293038666E-1,-7.747501373E0,-6.105327606E-1
2.020208494E0,2.154364288E-1,-7.901090145E0,-5.970468521E-1
2.025032400E0,1.678367555E-1,-8.193614006E0,-4.593858719E-1
2.029856359E0,3.047766909E-2,-8.633651733E0,-6.226854324E-1
2.034680265E0,-9.326125681E-2,-8.910128593E0,-6.468963623E-1
2.039504223E0,-4.288952351E-1,-9.259373665E0,-4.223928452E-1
2.044328129E0,-5.805270672E-1,-9.427879333E0,-2.981653214E-1
2.049151984E0,-7.440962791E-1,-9.346854210E0,-4.337930679E-1
2.053975994E0,-5.375226736E-1,-9.432469368E0,-1.865653992E-1
2.058799900E0,-3.848474026E-1,-9.372173309E0,4.256839752E-1
2.063623859E0,-5.126759410E-1,-9.431236267E0,3.491687775E-1
2.068447765E0,-7.025874257E-1,-9.489703178E0,4.363822937E-2
2.073271723E0,-8.144376278E-1,-9.554733276E0,1.323385239E-1
2.078095629E0,-8.296533823E-1,-9.440232277E0,1.103096008E-1
2.082919536E0,-1.021861315E0,-9.209007263E0,1.399106979E-1
2.087743494E0,-1.216648579E0,-8.990488052E0,1.206502914E-1
2.092567348E0,-1.289804697E0,-8.794340134E0,-7.059097290E-3
2.097391307E0,-1.398964643E0,-8.554096222E0,1.366558075E-1
2.102215265E0,-1.493334770E0,-8.265608788E0,3.865776062E-1
2.107039171E0,-1.524218798E0,-7.998522282E0,3.917484283E-1
2.111863129E0,-1.542899132E0,-7.691081047E0,4.776744843E-1
2.116687036E0,-1.625854015E0,-7.300889015E0,7.423686981E-1
2.121510942E0,-1.591761708E0,-7.183872700E0,7.941894531E-1
2.126334900E0,-1.491102576E0,-6.986296177E0,7.962093353E-1
2.131158807E0,-1.428233862E0,-6.891967297E0,7.678489685E-1
2.135982765E0,-1.290271282E0,-6.860100269E0,6.949434280E-1
2.140806671E0,-1.173975229E0,-6.902341843E0,6.396636963E-1
2.145630577E0,-1.077163577E0,-6.915596962E0,2.915096283E-1
2.150454536E0,-9.575634599E-1,-6.909427643E0,9.503746033E-2
2.155278442E0,-1.078221440E0,-6.823845387E0,6.639766693E-2
2.160102400E0,-1.253543496E0,-6.904105663E0,-3.560752869E-1
2.164926307E0,-1.199245214E0,-6.917960167E0,-7.395467758E-1
2.169750213E0,-8.647071123E-1,-7.037198067E0,-7.308301926E-1
2.174574171E0,-8.775774240E-1,-7.367989063E0,-9.611186981E-1
2.179398077E0,-1.109146118E0,-7.632031918E0,-1.210194588E0
2.184222036E0,-1.230381370E0,-8.050411224E0,-1.394299507E0
2.189045942E0,-9.588420391E-1,-8.385572433E0,-1.525282860E0
2.193869848E0,-8.760048151E-1,-8.491622925E0,-1.514724731E0
2.198693807E0,-9.429849386E-1,-8.700263977E0,-1.398576736E0
2.203517713E0,-1.072871566E0,-8.779365540E0,-1.432392120E0
2.208341619E0,-1.033839107E0,-8.752830505E0,-1.334080696E0
2.213165577E0,-8.690762520E-1,-8.804775238E0,-1.108834267E0
2.217989484E0,-8.328220844E-1,-8.970664978E0,-1.205992699E0
2.222813442E0,-8.860981464E-1,-9.123659134E0,-1.295582771E0
2.227637348E0,-9.656457901E-1,-8.846366882E0,-1.193993568E0
2.232461202E0,-9.823049307E-1,-8.472400665E0,-1.066632271E0
2.237285213E0,-7.532031536E-1,-8.436923027E0,-8.852415085E-1
2.242109119E0,-6.249848008E-1,-8.407666206E0,-7.600364685E-1
2.246933077E0,-5.954475403E-1,-8.151233673E0,-6.384515762E-1
2.251756984E0,-5.995126367E-1,-7.800334930E0,-4.392566681E-1
2.256580890E0,-6.191524267E-1,-7.301631927E0,-4.070949554E-2
2.261404848E0,-5.447580814E-1,-6.556580544E0,3.946294785E-1
2.266228754E0,-4.676099420E-1,-6.607239723E0,5.422229767E-1
2.271052713E0,-3.687445819E-1,-6.609594345E0,6.536598206E-1
2.275876619E0,-4.478788674E-1,-6.528417587E0,6.839179993E-1
2.280700525E0,-3.826896846E-1,-6.278847218E0,9.270324707E-1
2.285524484E0,-3.219696283E-1,-6.260454655E0,9.886512756E-1
2.290348390E0,-3.613304496E-1,-6.348589420E0,5.038204193E-1
2.295172348E0,-3.312286139E-1,-6.445316792E0,2.710351944E-1
2.299996202E0,-1.238046512E-1,-6.448049545E0,1.582374573E-1
2.304820161E0,2.599865198E-2,-6.429017544E0,2.581157684E-1
2.309644119E0,9.407620877E-2,-6.386096954E0,2.119016647E-1
2.314468025E0,1.631106585E-1,-6.448126316E0,-5.419921875E-2
2.319291984E0,2.285873145E-1,-6.600569248E0,-2.221755981E-1
2.324115890E0,2.619775832E-1,-6.819108486E0,-2.133655548E-1
2.328939796E0,1.107865274E-1,-7.169901848E0,-2.954015732E-1
2.333763754E0,3.960457444E-2,-7.542315960E0,-4.129238129E-1
2.338587661E0,4.580014944E-2,-7.921394825E0,-4.032287598E-1
2.343411567E0,1.230284572E-2,-8.158731461E0,-3.164796829E-1
2.348235525E0,-1.167809665E-1,-8.321198463E0,-3.197393417E-1
2.353059432E0,-1.057864428E-1,-8.406382561E0,-1.022768021E-1
2.357883338E0,-2.208977342E-1,-8.586080551E0,8.475399017E-2
2.362707296E0,-3.213281631E-1,-8.585409164E0,1.926517487E-2
2.367531202E0,-2.452292442E-1,-8.629073143E0,7.170104980E-2
2.372355161E0,-3.617786765E-1,-8.645189285E0,2.820549011E-1
2.377179067E0,-5.891470909E-1,-8.604784012E0,1.649169922E-1
2.382003025E0,-6.172575951E-1,-8.600869179E0,3.328990936E-2
2.386826932E0,-6.021211147E-1,-8.504412651E0,9.202098846E-2
2.391650838E0,-6.333804131E-1,-8.403972626E0,-3.216743469E-2
2.396474796E0,-7.377336025E-1,-8.335240364E0,-1.075220108E-1
2.401298702E0,-8.633401394E-1,-8.197895050E0,1.608085632E-2
2.406122661E0,-9.073157310E-1,-7.896710396E0,-1.998996735E-2
2.410946567E0,-8.834729195E-1,-7.527826786E0,5.214595795E-2
2.415770473E0,-1.040452003E0,-7.189500332E0,2.183027267E-1
2.420594432E0,-1.106434703E0,-6.967622757E0,2.422094345E-1
2.425418338E0,-9.731932878E-1,-6.876081467E0,2.271261215E-1
2.430242244E0,-9.016840458E-1,-6.795339584E0,3.478536606E-1
2.435066202E0,-7.580290437E-1,-6.584748268E0,4.516820908E-1
2.439890109E0,-7.306559086E-1,-6.569128036E0,3.551464081E-1
2.444714067E0,-6.728854179E-1,-6.611405373E0,1.998653412E-1
2.449537921E0,-4.242645502E-1,-6.461052895E0,2.894277573E-1
2.454361879E0,-4.255316257E-1,-6.438148022E0,9.785652161E-3
2.459185838E0,-4.463969171E-1,-6.558592319E0,-3.493614197E-1
2.464009744E0,-3.674875796E-1,-6.697462082E0,-5.730037689E-1
2.468833702E0,-3.563644588E-1,-6.832742214E0,-8.597183228E-1
2.473657609E0,-2.217381001E-1,-6.918825150E0,-9.874544144E-1
2.478481515E0,5.995631218E-4,-7.651830196E0,-1.224195480E0
2.483305473E0,-1.423236728E-2,-8.010178566E0,-1.350107193E0
2.488129379E0,-1.241414249E-1,-7.973102570E0,-1.401238441E0
2.492953338E0,-1.430180073E-1,-7.935259342E0,-1.349079132E0
2.497777244E0,-2.144891620E-1,-7.972765446E0,-1.360954285E0
2.502601150E0,-4.203383029E-1,-8.223285675E0,-1.501163483E0
2.507425109E0,-3.052392602E-1,-8.666666031E0,-1.456676483E0
2.512249015E0,-1.528742313E-1,-8.903410912E0,-1.275731087E0
2.517072973E0,-2.164162993E-1,-8.991109848E0,-1.171239853E0
2.521896879E0,-2.788212299E-1,-8.887246132E0,-9.688997269E-1
2.526720786E0,-2.244496346E-1,-8.929189682E0,-8.316020966E-1
2.531544744E0,-2.852206230E-1,-9.004492760E0,-7.785949707E-1
2.536368650E0,-3.840057850E-1,-8.953359604E0,-7.192077637E-1
2.541192557E0,-4.254840016E-1,-8.922064781E0,-5.964450836E-1
2.546016515E0,-3.760129213E-1,-8.848885536E0,-5.300865173E-1
2.550840421E0,-4.081194401E-1,-8.786830902E0,-4.961900711E-1
2.555664379E0,-4.116619825E-1,-8.769778252E0,-4.397068024E-1
2.560488286E0,-4.252218008E-1,-8.535640717E0,-2.507390976E-1
2.565312192E0,-2.769292593E-1,-7.947764874E0,1.518239975E-1
2.570136150E0,-1.902602315E-1,-7.357027531E0,6.317567825E-1
2.574960057E0,-2.034637928E-1,-7.186822891E0,8.740463257E-1
2.579784015E0,-3.989897966E-1,-7.088146687E0,7.601575851E-1
2.584607921E0,-5.515741110E-1,-7.008849144E0,8.069295883E-1
2.589431827E0,-3.755425513E-1,-6.990044594E0,9.879579544E-1
2.594255786E0,-3.405182660E-1,-6.829139709E0,1.085838318E0
2.599079692E0,-4.448871017E-1,-6.746535778E0,9.956884384E-1
2.603903650E0,-3.490563035E-1,-6.756595135E0,7.750921249E-1
2.608727557E0,-3.699584603E-1,-6.842418194E0,6.868667603E-1
2.613551463E0,-4.083298743E-1,-6.901126862E0,4.152917862E-1
2.618375421E0,-3.661806583E-1,-6.997008801E0,2.447290421E-1
2.623199327E0,-4.313991070E-1,-7.268129826E0,2.082777023E-1
2.628023234E0,-5.383247137E-1,-7.491753101E0,-4.923820496E-3
2.632847192E0,-5.385823250E-1,-7.646126747E0,-1.318979263E-1
2.637671098E0,-4.613321126E-1,-7.728748322E0,-1.226634979E-1
2.642495057E0,-4.317475557E-1,-7.785117149E0,-1.279039383E-1
2.647318963E0,-4.336476326E-1,-7.822334290E0,-6.869792938E-2
2.652142869E0,-5.858065486E-1,-7.854594707E0,-1.191997528E-2
2.656966827E0,-1.137442708E0,-8.086528778E0,-2.296628952E-1
2.661790734E0,-1.213639855E0,-8.435599327E0,-3.509969711E-1
2.666614692E0,-9.085549712E-1,-8.617053986E0,-2.040023804E-1
2.671438598E0,-9.048112631E-1,-8.793008804E0,-3.513622284E-2
2.676262504E0,-1.175651431E0,-8.838694572E0,-1.024169922E-1
2.681086463E0,-1.196295261E0,-8.758971214E0,-1.882133484E-1
2.685910369E0,-1.183221102E0,-8.673186302E0,-1.685352325E-1
2.690734275E0,-1.213077545E0,-8.550177574E0,-2.014923096E-1
2.695558234E0,-1.308762074E0,-8.490100861E0,-3.326206207E-1
2.700382140E0,-1.440737009E0,-8.413647652E0,-4.043540955E-1
2.705206098E0,-1.447754622E0,-8.253834724E0,-5.125474930E-1
2.710030004E0,-1.450122118E0,-8.108907700E0,-5.569448471E-1
2.714853911E0,-1.512207508E0,-7.923937798E0,-5.018472672E-1
2.719677869E0,-1.597311139E0,-7.734972954E0,-4.954357147E-1
2.724501775E0,-1.668634415E0,-7.475316525E0,-4.276008606E-1
2.729325734E0,-1.734583139E0,-7.248091221E0,-2.982568741E-1
2.734149640E0,-1.643793941E0,-6.989026546E0,-2.219581604E-1
2.738973546E0,-1.521643877E0,-6.677007675E0,-7.415580750E-2
2.743797504E0,-1.337818623E0,-6.408107758E0,1.261472702E-1
2.748621411E0,-1.244715691E0,-6.263509274E0,1.259202957E-1
2.753445317E0,-1.233145952E0,-6.159428596E0,7.378482819E-2
2.758269275E0,-1.142796516E0,-6.195914268E0,-1.065750122E-1
2.763093182E0,-1.070488095E0,-6.157744408E0,-2.525539398E-1
2.767917140E0,-7.426807880E-1,-6.240918636E0,-2.735824585E-1
2.772741046E0,-5.338459015E-1,-6.428350449E0,-5.115938187E-1
2.777564952E0,-6.289104819E-1,-6.383003235E0,-6.487140656E-1
2.782388911E0,-7.169948220E-1,-6.363211632E0,-8.596858978E-1
2.787212817E0,-6.584923267E-1,-6.633553505E0,-1.161248207E0
2.792036775E0,-5.604379177E-1,-6.725302219E0,-1.238027573E0
2.796860682E0,-4.563243687E-1,-6.746198654E0,-1.267174721E0
2.801684588E0,-4.212461710E-1,-7.109105110E0,-1.360939980E0
2.806508546E0,-4.231747389E-1,-7.488066196E0,-1.394838333E0
2.811332452E0,-3.071104586E-1,-7.911321640E0,-1.294729233E0
2.816156359E0,-2.260350883E-1,-7.949084282E0,-1.125159264E0
2.820980317E0,-2.965586782E-1,-8.039228439E0,-9.959802628E-1
2.825804223E0,-3.621367216E-1,-8.076685905E0,-9.237232208E-1
2.830628182E0,-2.856490910E-1,-7.944782257E0,-8.341541290E-1
2.835452088E0,-2.812013030E-1,-8.052689552E0,-4.621906281E-1
2.840276046E0,-2.274489403E-1,-8.228204727E0,-2.312316895E-1
2.845099952E0,-2.838664055E-1,-8.184841156E0,-3.442182541E-1
2.849923859E0,-5.032803416E-1,-8.200237274E0,-1.725711823E-1
2.854747817E0,-5.291973948E-1,-8.160057068E0,-1.207380295E-1
2.859571723E0,-4.636857510E-1,-7.969438553E0,-1.601085663E-1
2.864395629E0,-4.914073944E-1,-7.755828857E0,8.907985687E-2
2.869219588E0,-4.124245048E-1,-7.581957817E0,2.439432144E-1
2.874043494E0,-2.946034670E-1,-7.388915062E0,3.880786896E-1
2.878867452E0,-2.883989215E-1,-7.098772526E0,6.958122253E-1
2.883691359E0,-4.582082629E-1,-6.924899578E0,7.561311722E-1
2.888515265E0,-6.337803602E-1,-6.714620590E0,7.392435074E-1
2.893339223E0,-6.177095771E-1,-6.256368637E0,1.063387871E0
2.898163129E0,-6.993676424E-1,-6.341232300E0,1.085592270E0
2.902987036E0,-4.659689963E-1,-6.280691147E0,9.784574509E-1
2.907810994E0,-2.678249776E-1,-6.245023251E0,1.114912987E0
2.912634900E0,-2.729100883E-1,-6.253427982E0,1.067032814E0
2.917458859E0,-4.039388895E-1,-6.181459904E0,9.498968124E-1
2.922282765E0,-5.995761156E-1,-6.151003838E0,8.353757858E-1
2.927106671E0,-6.464262009E-1,-6.209588528E0,5.921192169E-1
2.931930629E0,-5.649451613E-1,-6.261079311E0,3.159065247E-1
2.936754536E0,-4.363751113E-1,-6.441128254E0,1.835889816E-1
2.941578442E0,-2.544025779E-1,-6.884905338E0,2.298641205E-2
2.946402400E0,-1.676985323E-1,-7.115975857E0,-1.442804337E-1
2.951226307E0,-2.067267895E-1,-7.222902298E0,-1.676054001E-1
2.956050265E0,-5.917335153E-1,-7.324754238E0,-2.214155197E-1
2.960874171E0,-8.422071338E-1,-7.680840492E0,-5.037317276E-1
2.965698077E0,-5.346366763E-1,-7.933981419E0,-5.578336716E-1
2.970522036E0,-3.468410373E-1,-7.969433308E0,-4.199342728E-1
2.975345942E0,-3.544164896E-1,-8.037986755E0,-3.650569916E-1
2.980169900E0,-5.818766356E-1,-8.007721901E0,-3.596096039E-1
2.984993807E0,-8.437223434E-1,-8.019019127E0,-4.728145599E-1
2.989817713E0,-7.992832065E-1,-8.140643120E0,-5.303287506E-1
2.994641671E0,-8.410001397E-1,-8.199623108E0,-6.209030151E-1
2.999465577E0,-8.937743306E-1,-8.193305969E0,-7.399568558E-1
3.004289536E0,-8.785135746E-1,-8.145603180E0,-8.065595627E-1
3.009113442E0,-8.192014098E-1,-8.115853310E0,-7.781744003E-1
3.013937348E0,-7.914047837E-1,-8.053742409E0,-8.774251938E-1
3.018761307E0,-7.530131936E-1,-7.940210819E0,-8.893184662E-1
3.023585213E0,-7.594996691E-1,-7.837459564E0,-8.356161118E-1
3.028409119E0,-7.674853802E-1,-7.616573811E0,-8.071851730E-1
3.033233077E0,-7.646011114E-1,-7.378524303E0,-6.820602417E-1
3.038056984E0,-7.310345173E-1,-7.161842823E0,-5.748996735E-1
3.042880890E0,-6.589092016E-1,-6.964435577E0,-4.663486481E-1
3.047704848E0,-5.803165436E-1,-6.805798054E0,-2.916145325E-1
3.052528754E0,-4.459459782E-1,-6.538384438E0,-6.722068787E-2
3.057352661E0,-3.947684169E-1,-6.559062004E0,-1.034965515E-1
3.062176619E0,-4.994129539E-1,-6.504365444E0,-1.320981979E-1
3.067000525E0,-2.454753816E-1,-6.398889542E0,1.051816940E-1
3.071824484E0,-5.386188626E-2,-6.118973732E0,9.199905396E-2
3.076648390E0,-9.351104498E-2,-6.300335407E0,-2.046556473E-1
3.081472348E0,-7.453429699E-2,-6.440478325E0,-3.209133148E-1
3.086296254E0,-6.827965379E-2,-6.508538246E0,-4.769544601E-1
3.091120161E0,8.252865076E-2,-6.616854668E0,-5.438966751E-1
3.095944119E0,4.087735713E-2,-7.244789124E0,-7.657003403E-1
3.100768025E0,-3.929825872E-2,-7.512145042E0,-9.295949936E-1
3.105591932E0,-4.769678414E-2,-7.481870651E0,-8.852252960E-1
3.110415890E0,-3.692257404E-2,-7.515424728E0,-7.691240311E-1
3.115239796E0,-6.896880269E-2,-7.533934593E0,-7.510118484E-1
3.120063754E0,2.266736329E-2,-7.504301071E0,-6.969013214E-1
3.124887661E0,1.692299247E-1,-7.608152390E0,-5.279474258E-1
3.129711567E0,1.103354990E-2,-7.974073887E0,-4.305992126E-1
3.134535525E0,-1.421552300E-1,-8.324207306E0,-5.193395615E-1
3.139359432E0,-1.297609210E-1,-8.305069923E0,-4.020156860E-1
3.144183338E0,-3.252601624E-1,-8.502647400E0,-1.793165207E-1
3.149007296E0,-3.421485722E-1,-8.570208549E0,-6.175041199E-2
3.153831202E0,-3.477227688E-1,-8.512945175E0,-5.883789062E-2
3.158655161E0,-4.444728494E-1,-8.477076530E0,1.099109650E-2
3.163479067E0,-5.417197347E-1,-8.474504471E0,1.139497757E-1
3.168302973E0,-6.652517319E-1,-8.519644737E0,1.135740280E-1
3.173126932E0,-6.703141332E-1,-8.345131874E0,1.173648834E-1
3.177950838E0,-6.775778532E-1,-8.104843140E0,2.039947510E-1
3.182774796E0,-7.165466547E-1,-7.854217529E0,3.469457626E-1
3.187598702E0,-8.705952764E-1,-7.739419937E0,4.577369690E-1
3.192422557E0,-9.762750268E-1,-7.516800880E0,5.102319717E-1
3.197246567E0,-1.066397190E0,-7.280211926E0,5.810871124E-1
3.202070473E0,-1.054368258E0,-7.113551140E0,6.680269241E-1
3.206894379E0,-1.128025770E0,-6.952486992E0,7.664365768E-1
3.211718338E0,-1.160977602E0,-6.730432510E0,8.526477814E-1
3.216542244E0,-1.153316140E0,-6.595762730E0,8.958473206E-1
3.221366150E0,-1.091260672E0,-6.543664455E0,8.890953064E-1
3.226190109E0,-9.945272207E-1,-6.468983650E0,8.875408173E-1
3.231014015E0,-1.036507130E0,-6.345464230E0,8.578300476E-1
3.235837973E0,-1.061051607E0,-6.404555321E0,6.733903885E-1
3.240661879E0,-9.704084992E-1,-6.416432381E0,3.797836304E-1
3.245485786E0,-8.595472574E-1,-6.483583927E0,2.972345352E-1
3.250309744E0,-8.535647988E-1,-6.700991631E0,1.218957901E-1
3.255133650E0,-1.149647355E0,-6.859687328E0,-2.011442184E-1
3.259957609E0,-1.234754682E0,-6.899311543E0,-3.969936371E-1
3.264781515E0,-1.357184172E0,-7.220356941E0,-8.003749847E-1
3.269605421E0,-1.148399830E0,-7.439520359E0,-9.665489197E-1
3.274429379E0,-7.009925246E-1,-7.551785946E0,-8.074045181E-1
3.279253286E0,-8.283289075E-1,-7.838321209E0,-8.681192398E-1
3.284077244E0,-1.171064734E0,-7.987643719E0,-1.047945976E0
3.288901150E0,-1.321087837E0,-7.803569794E0,-1.131579399E0
3.293725057E0,-1.339861870E0,-7.852251530E0,-1.245713234E0
3.298549015E0,-1.050992131E0,-8.111403465E0,-1.184859276E0
3.303372869E0,-9.451969266E-1,-8.446199417E0,-1.049791336E0
3.308196827E0,-9.197393656E-1,-8.555209160E0,-1.113177299E0
3.313020786E0,-9.777776599E-1,-8.379274368E0,-1.250615120E0
3.317844692E0,-1.160237074E0,-7.917051315E0,-1.108485222E0
3.322668650E0,-1.148302555E0,-7.725910664E0,-9.931774139E-1
3.327492557E0,-9.713567495E-1,-7.697993755E0,-9.048671722E-1
3.332316463E0,-8.608837724E-1,-7.651775837E0,-8.125925064E-1
3.337140421E0,-6.983578205E-1,-7.539845943E0,-7.594175339E-1
3.341964327E0,-8.293205500E-1,-7.229188919E0,-5.874681473E-1
3.346788234E0,-9.675241709E-1,-6.818817139E0,-3.612470627E-1
3.351612192E0,-9.035865068E-1,-6.541323662E0,-1.929273605E-1
3.356436098E0,-9.411530495E-1,-6.320468903E0,-1.036825180E-1
3.361260004E0,-9.897049665E-1,-6.132883549E0,-2.193450928E-5
3.366083963E0,-5.212984681E-1,-6.148639202E0,2.161064148E-1
3.370907869E0,-4.473790824E-1,-5.916698456E0,5.184383392E-1
3.375731827E0,-5.091978312E-1,-5.968114853E0,2.378768921E-1
3.380555734E0,-3.988276124E-1,-5.946697235E0,1.087751389E-1
3.385379640E0,-3.403802514E-1,-5.891328812E0,3.697614670E-1
3.390203598E0,-2.069414556E-1,-5.824032307E0,2.531270981E-1
3.395027504E0,-2.191066593E-1,-5.854785919E0,4.835700989E-2
3.399851463E0,-2.028752863E-1,-6.050206184E0,-1.131734848E-1
3.404675369E0,-2.231103927E-1,-6.192597866E0,-3.033704758E-1
3.409499275E0,-1.999601573E-1,-6.325136185E0,-3.693809509E-1
3.414323234E0,-1.289910078E-1,-6.645877838E0,-4.189100266E-1
3.419147140E0,-1.111081764E-1,-6.793652058E0,-5.259990692E-1
3.423971046E0,-1.562086493E-1,-6.990859985E0,-5.064811707E-1
3.428795004E0,-1.675669700E-1,-7.270491600E0,-4.009752274E-1
3.433618859E0,-2.422711104E-1,-7.479479790E0,-3.790683746E-1
3.438442869E0,-3.342922032E-1,-7.612893105E0,-3.520393372E-1
3.443266775E0,-3.669298291E-1,-7.642252445E0,-1.715993881E-1
3.448090682E0,-5.587633252E-1,-7.722713470E0,-2.225189209E-1
3.452914640E0,-5.112612247E-1,-7.613131046E0,-4.328155518E-2
3.457738546E0,-4.068908691E-1,-7.738969803E0,4.077816010E-2
3.462562452E0,-3.119986355E-1,-7.789367676E0,2.016172409E-1
3.467386411E0,-4.683571458E-1,-7.952935696E0,3.170061111E-1
3.472210317E0,-6.568697691E-1,-7.811395645E0,9.049224854E-2
3.477034275E0,-8.836839199E-1,-7.604217052E0,5.752372742E-2
3.481858182E0,-8.281665444E-1,-7.623112202E0,1.625661850E-1
3.486682088E0,-8.055172563E-1,-7.535668850E0,1.661844254E-1
3.491506046E0,-8.121222258E-1,-7.373360157E0,1.877689362E-1
3.496329952E0,-8.767016530E-1,-7.160420895E0,2.343788147E-1
3.501153859E0,-9.455800056E-1,-6.854311466E0,3.275508881E-1
3.505977817E0,-1.009786487E0,-6.496278763E0,5.127887726E-1
3.510801671E0,-1.093621254E0,-6.249221802E0,6.683301926E-1
3.515625682E0,-1.104647398E0,-6.268158436E0,5.674552917E-1
3.520449588E0,-1.024656534E0,-6.201416492E0,5.333280563E-1
3.525273494E0,-8.474588990E-1,-6.097073078E0,6.927042007E-1
3.530097452E0,-6.929280758E-1,-6.000668049E0,7.325010300E-1
3.534921359E0,-7.938665748E-1,-5.926352501E0,5.766735077E-1
3.539745265E0,-8.480502963E-1,-5.854705811E0,4.215679169E-1
3.544569223E0,-7.976691723E-1,-5.795023441E0,2.361822128E-1
3.549393129E0,-6.843544245E-1,-6.028536320E0,-6.309032440E-2
3.554217036E0,-6.643493772E-1,-6.181698799E0,-2.682399750E-1
3.559040994E0,-4.931142330E-1,-6.297112942E0,-4.081325531E-1
3.563864900E0,-2.833206654E-1,-6.386316776E0,-5.498161316E-1
3.568688859E0,-3.652366698E-1,-6.556302547E0,-7.697458267E-1
3.573512765E0,-5.552811027E-1,-6.696579933E0,-1.008047104E0
3.578336671E0,-3.795441389E-1,-6.964199543E0,-1.104585648E0
3.583160577E0,-3.106883466E-1,-7.348539829E0,-1.183775902E0
3.587984536E0,-3.477869034E-1,-7.607468605E0,-1.226488113E0
3.592808442E0,-2.138302922E-1,-7.731315613E0,-1.196940422E0
3.597632400E0,-2.806137204E-1,-7.791778564E0,-1.174071312E0
3.602456307E0,-4.076716006E-1,-7.764781475E0,-1.122009277E0
3.607280265E0,-5.253732204E-1,-7.738792419E0,-1.028905869E0
3.612104171E0,-5.191472173E-1,-7.961758614E0,-1.095677376E0
3.616928077E0,-5.273026824E-1,-7.957828522E0,-1.033118248E0
3.621752036E0,-5.269748569E-1,-8.102146149E0,-1.044819832E0
3.626575942E0,-4.756841660E-1,-8.141068459E0,-9.828433990E-1
3.631399900E0,-4.944039583E-1,-7.958217621E0,-8.618516922E-1
3.636223807E0,-2.249103189E-1,-7.831473351E0,-8.088865280E-1
3.641047713E0,-3.345451355E-1,-7.699083328E0,-5.873718262E-1
