"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.290235157E1,-1.962114573E-1,-6.077769399E-1,9.896714211E0
3.290476355E1,-1.962114573E-1,-6.077769399E-1,9.872786522E0
3.290717552E1,-1.674975902E-1,-5.934200287E-1,9.858428955E0
3.290958750E1,-1.722832322E-1,-6.077769399E-1,9.872786522E0
3.291199948E1,-1.914258152E-1,-6.029912829E-1,9.877572060E0
3.291441146E1,-1.914258152E-1,-6.077769399E-1,9.877572060E0
3.291682344E1,-2.009970993E-1,-6.364908218E-1,9.877572060E0
3.291923542E1,-2.057827413E-1,-6.269195080E-1,9.872786522E0
3.292164735E1,-1.914258152E-1,-6.029912829E-1,9.868000984E0
3.292405933E1,-1.866401732E-1,-6.269195080E-1,9.853643417E0
3.292647131E1,-1.962114573E-1,-6.269195080E-1,9.858428955E0
3.292888329E1,-2.009970993E-1,-6.173482537E-1,9.877572060E0
3.293129526E1,-1.962114573E-1,-6.317051649E-1,9.872786522E0
3.293370724E1,-2.057827413E-1,-6.604190469E-1,9.872786522E0
3.293611922E1,-2.201396823E-1,-6.412764788E-1,9.872786522E0
3.293853120E1,-2.201396823E-1,-6.221339107E-1,9.858428955E0
3.294094318E1,-2.153540403E-1,-6.077769399E-1,9.844072342E0
3.294335511E1,-2.057827413E-1,-5.838487148E-1,9.858428955E0
3.294576709E1,-2.105683982E-1,-5.886343718E-1,9.858428955E0
3.294817907E1,-1.962114573E-1,-6.269195080E-1,9.872786522E0
3.295059105E1,-2.105683982E-1,-6.077769399E-1,9.872786522E0
3.295300302E1,-2.105683982E-1,-6.077769399E-1,9.868000984E0
3.295541500E1,-2.249253243E-1,-6.173482537E-1,9.872786522E0
3.295782698E1,-2.057827413E-1,-6.173482537E-1,9.868000984E0
3.296023896E1,-1.962114573E-1,-6.077769399E-1,9.858428955E0
3.296265089E1,-1.914258152E-1,-5.934200287E-1,9.868000984E0
3.296506287E1,-2.009970993E-1,-5.934200287E-1,9.877572060E0
3.296747480E1,-1.818545163E-1,-6.125625968E-1,9.877572060E0
3.296988683E1,-1.770688742E-1,-6.125625968E-1,9.858428955E0
3.297229881E1,-1.866401732E-1,-6.125625968E-1,9.858428955E0
3.297471079E1,-2.009970993E-1,-6.029912829E-1,9.863214493E0
3.297712277E1,-1.962114573E-1,-6.029912829E-1,9.872786522E0
3.297953469E1,-2.057827413E-1,-6.077769399E-1,9.868000984E0
3.298194667E1,-1.866401732E-1,-6.221339107E-1,9.858428955E0
3.298435865E1,-2.105683982E-1,-6.317051649E-1,9.872786522E0
3.298677063E1,-2.153540403E-1,-6.029912829E-1,9.882357597E0
3.298918261E1,-2.009970993E-1,-5.982056856E-1,9.868000984E0
3.299159459E1,-1.866401732E-1,-6.173482537E-1,9.872786522E0
3.299400657E1,-1.866401732E-1,-6.221339107E-1,9.853643417E0
3.299641855E1,-1.914258152E-1,-6.125625968E-1,9.853643417E0
3.299883047E1,-1.914258152E-1,-6.364908218E-1,9.853643417E0
3.300124245E1,-2.009970993E-1,-6.221339107E-1,9.853643417E0
3.300365443E1,-2.057827413E-1,-5.982056856E-1,9.868000984E0
3.300606636E1,-1.962114573E-1,-5.886343718E-1,9.872786522E0
3.300847839E1,-1.914258152E-1,-5.790630579E-1,9.872786522E0
3.301089037E1,-2.057827413E-1,-5.982056856E-1,9.863214493E0
3.301330235E1,-2.201396823E-1,-5.742774606E-1,9.877572060E0
3.301571433E1,-2.249253243E-1,-5.742774606E-1,9.863214493E0
3.301812625E1,-2.392822653E-1,-5.886343718E-1,9.872786522E0
3.302053823E1,-2.249253243E-1,-5.790630579E-1,9.868000984E0
3.302295021E1,-2.249253243E-1,-5.838487148E-1,9.863214493E0
3.302536214E1,-2.153540403E-1,-5.934200287E-1,9.858428955E0
3.302777417E1,-2.153540403E-1,-6.269195080E-1,9.863214493E0
3.303018615E1,-2.249253243E-1,-6.125625968E-1,9.858428955E0
3.303259813E1,-2.153540403E-1,-6.269195080E-1,9.853643417E0
3.303501011E1,-1.962114573E-1,-5.934200287E-1,9.853643417E0
3.303742204E1,-2.153540403E-1,-5.742774606E-1,9.858428955E0
3.303983402E1,-2.153540403E-1,-5.982056856E-1,9.853643417E0
3.304224599E1,-2.153540403E-1,-6.221339107E-1,9.834501266E0
3.304465797E1,-2.249253243E-1,-6.125625968E-1,9.848857880E0
3.304706995E1,-2.153540403E-1,-6.029912829E-1,9.848857880E0
3.304948193E1,-2.057827413E-1,-6.125625968E-1,9.863214493E0
3.305189391E1,-2.057827413E-1,-5.934200287E-1,9.872786522E0
3.305430589E1,-2.297109663E-1,-5.934200287E-1,9.863214493E0
3.305671782E1,-2.392822653E-1,-5.790630579E-1,9.872786522E0
3.305912980E1,-2.392822653E-1,-5.742774606E-1,9.887143135E0
3.306154178E1,-2.105683982E-1,-5.886343718E-1,9.872786522E0
3.306395375E1,-1.962114573E-1,-5.982056856E-1,9.858428955E0
3.306636573E1,-2.297109663E-1,-6.029912829E-1,9.858428955E0
3.306877771E1,-2.297109663E-1,-6.029912829E-1,9.858428955E0
3.307118969E1,-2.201396823E-1,-6.029912829E-1,9.858428955E0
3.307360167E1,-2.392822653E-1,-6.221339107E-1,9.853643417E0
3.307601360E1,-2.297109663E-1,-5.886343718E-1,9.863214493E0
3.307842558E1,-2.249253243E-1,-5.838487148E-1,9.868000984E0
3.308083756E1,-2.201396823E-1,-6.077769399E-1,9.863214493E0
3.308324954E1,-2.057827413E-1,-5.982056856E-1,9.872786522E0
3.308566152E1,-2.057827413E-1,-5.982056856E-1,9.868000984E0
3.308807349E1,-2.249253243E-1,-5.790630579E-1,9.872786522E0
3.309048547E1,-2.105683982E-1,-5.934200287E-1,9.863214493E0
3.309289745E1,-2.344966233E-1,-5.886343718E-1,9.863214493E0
3.309530938E1,-2.249253243E-1,-6.029912829E-1,9.872786522E0
3.309772136E1,-2.153540403E-1,-5.886343718E-1,9.872786522E0
3.310013334E1,-1.962114573E-1,-5.838487148E-1,9.887143135E0
3.310254532E1,-2.249253243E-1,-5.934200287E-1,9.863214493E0
3.310495730E1,-1.962114573E-1,-5.934200287E-1,9.858428955E0
3.310736928E1,-2.009970993E-1,-5.838487148E-1,9.877572060E0
3.310978125E1,-2.009970993E-1,-5.647061467E-1,9.882357597E0
3.311219323E1,-2.057827413E-1,-5.599204898E-1,9.863214493E0
3.311460516E1,-2.297109663E-1,-6.077769399E-1,9.853643417E0
3.311701714E1,-2.440679073E-1,-5.886343718E-1,9.863214493E0
3.311942912E1,-2.201396823E-1,-5.886343718E-1,9.868000984E0
3.312184110E1,-2.392822653E-1,-5.886343718E-1,9.848857880E0
3.312425308E1,-2.392822653E-1,-5.838487148E-1,9.863214493E0
3.312666506E1,-2.392822653E-1,-5.742774606E-1,9.868000984E0
3.312907704E1,-2.392822653E-1,-5.886343718E-1,9.882357597E0
3.313148902E1,-2.584248483E-1,-5.599204898E-1,9.868000984E0
3.313390094E1,-2.440679073E-1,-5.838487148E-1,9.858428955E0
3.313631292E1,-2.297109663E-1,-5.790630579E-1,9.858428955E0
3.313872490E1,-2.344966233E-1,-5.742774606E-1,9.863214493E0
3.314113688E1,-2.392822653E-1,-5.886343718E-1,9.872786522E0
3.314354886E1,-2.249253243E-1,-6.077769399E-1,9.877572060E0
3.314596084E1,-2.249253243E-1,-6.125625968E-1,9.858428955E0
3.314837282E1,-2.344966233E-1,-6.125625968E-1,9.863214493E0
3.315078474E1,-2.488535494E-1,-5.790630579E-1,9.863214493E0
3.315319672E1,-2.344966233E-1,-5.934200287E-1,9.853643417E0
3.315560870E1,-2.201396823E-1,-5.934200287E-1,9.863214493E0
3.315802068E1,-2.344966233E-1,-5.982056856E-1,9.868000984E0
3.316043266E1,-2.392822653E-1,-6.077769399E-1,9.863214493E0
3.316284464E1,-2.344966233E-1,-5.982056856E-1,9.872786522E0
3.316525662E1,-2.392822653E-1,-5.886343718E-1,9.863214493E0
3.316766860E1,-2.249253243E-1,-5.790630579E-1,9.863214493E0
3.317008052E1,-2.153540403E-1,-6.125625968E-1,9.868000984E0
3.317249250E1,-2.105683982E-1,-6.029912829E-1,9.858428955E0
3.317490448E1,-2.201396823E-1,-6.029912829E-1,9.887143135E0
3.317731646E1,-2.201396823E-1,-6.029912829E-1,9.882357597E0
3.317972844E1,-2.488535494E-1,-6.077769399E-1,9.872786522E0
3.318214042E1,-2.392822653E-1,-5.790630579E-1,9.877572060E0
3.318455240E1,-2.201396823E-1,-5.934200287E-1,9.877572060E0
3.318696438E1,-2.488535494E-1,-5.886343718E-1,9.868000984E0
3.318937631E1,-2.488535494E-1,-5.742774606E-1,9.872786522E0
3.319178829E1,-2.536391914E-1,-5.838487148E-1,9.863214493E0
3.319420026E1,-2.488535494E-1,-5.790630579E-1,9.863214493E0
3.319661224E1,-2.344966233E-1,-5.790630579E-1,9.882357597E0
3.319902422E1,-2.344966233E-1,-5.742774606E-1,9.872786522E0
3.320143620E1,-2.249253243E-1,-5.838487148E-1,9.872786522E0
3.320384818E1,-2.201396823E-1,-5.934200287E-1,9.868000984E0
3.320626016E1,-2.297109663E-1,-5.838487148E-1,9.858428955E0
3.320867209E1,-2.392822653E-1,-5.694918036E-1,9.877572060E0
3.321108412E1,-2.488535494E-1,-5.982056856E-1,9.863214493E0
3.321349605E1,-2.536391914E-1,-6.029912829E-1,9.848857880E0
3.321590803E1,-2.392822653E-1,-5.838487148E-1,9.839286804E0
3.321832000E1,-2.440679073E-1,-5.742774606E-1,9.858428955E0
3.322073198E1,-2.632105052E-1,-5.886343718E-1,9.858428955E0
3.322314396E1,-2.440679073E-1,-5.934200287E-1,9.868000984E0
3.322555594E1,-2.392822653E-1,-5.886343718E-1,9.872786522E0
3.322796787E1,-2.297109663E-1,-5.790630579E-1,9.877572060E0
3.323037985E1,-2.440679073E-1,-5.934200287E-1,9.877572060E0
3.323279183E1,-2.392822653E-1,-5.790630579E-1,9.882357597E0
3.323520381E1,-2.440679073E-1,-5.742774606E-1,9.868000984E0
3.323761579E1,-2.536391914E-1,-5.790630579E-1,9.872786522E0
3.324002776E1,-2.392822653E-1,-5.790630579E-1,9.872786522E0
3.324243974E1,-2.392822653E-1,-5.742774606E-1,9.858428955E0
3.324485172E1,-2.440679073E-1,-5.599204898E-1,9.863214493E0
3.324726370E1,-2.536391914E-1,-5.503492355E-1,9.877572060E0
3.324967563E1,-2.440679073E-1,-5.599204898E-1,9.872786522E0
3.325208756E1,-2.249253243E-1,-5.886343718E-1,9.868000984E0
3.325449959E1,-2.344966233E-1,-5.790630579E-1,9.858428955E0
3.325691157E1,-2.632105052E-1,-5.934200287E-1,9.858428955E0
3.325932355E1,-2.536391914E-1,-5.790630579E-1,9.844072342E0
3.326173552E1,-2.440679073E-1,-5.790630579E-1,9.848857880E0
3.326414745E1,-2.632105052E-1,-5.886343718E-1,9.848857880E0
3.326655943E1,-2.584248483E-1,-5.886343718E-1,9.853643417E0
3.326897141E1,-2.584248483E-1,-5.599204898E-1,9.853643417E0
3.327138339E1,-2.488535494E-1,-5.694918036E-1,9.853643417E0
3.327379537E1,-2.392822653E-1,-5.647061467E-1,9.872786522E0
3.327620735E1,-2.440679073E-1,-5.982056856E-1,9.872786522E0
3.327861933E1,-2.392822653E-1,-5.934200287E-1,9.863214493E0
3.328103131E1,-2.392822653E-1,-5.694918036E-1,9.872786522E0
3.328344329E1,-2.201396823E-1,-5.503492355E-1,9.872786522E0
3.328585526E1,-2.440679073E-1,-5.647061467E-1,9.872786522E0
3.328826719E1,-2.584248483E-1,-5.551348329E-1,9.868000984E0
3.329067917E1,-2.488535494E-1,-5.503492355E-1,9.853643417E0
3.329309115E1,-2.584248483E-1,-5.551348329E-1,9.853643417E0
3.329550313E1,-2.632105052E-1,-5.742774606E-1,9.863214493E0
3.329791511E1,-2.392822653E-1,-5.599204898E-1,9.868000984E0
3.330032709E1,-2.632105052E-1,-5.599204898E-1,9.853643417E0
3.330273907E1,-2.679961324E-1,-5.742774606E-1,9.858428955E0
3.330515099E1,-2.536391914E-1,-5.551348329E-1,9.858428955E0
3.330756297E1,-2.584248483E-1,-5.647061467E-1,9.858428955E0
3.330997495E1,-2.632105052E-1,-5.790630579E-1,9.868000984E0
3.331238693E1,-2.584248483E-1,-5.838487148E-1,9.858428955E0
3.331479891E1,-2.344966233E-1,-5.503492355E-1,9.858428955E0
3.331721084E1,-2.536391914E-1,-5.647061467E-1,9.839286804E0
3.331962282E1,-2.727817893E-1,-5.599204898E-1,9.863214493E0
3.332203485E1,-2.632105052E-1,-5.742774606E-1,9.863214493E0
3.332444678E1,-2.536391914E-1,-5.694918036E-1,9.868000984E0
3.332685870E1,-2.536391914E-1,-5.790630579E-1,9.858428955E0
3.332927073E1,-2.488535494E-1,-5.790630579E-1,9.853643417E0
3.333168271E1,-2.632105052E-1,-5.503492355E-1,9.839286804E0
3.333409469E1,-2.679961324E-1,-5.742774606E-1,9.853643417E0
3.333650667E1,-2.536391914E-1,-5.886343718E-1,9.863214493E0
3.333891865E1,-2.440679073E-1,-5.742774606E-1,9.844072342E0
3.334133063E1,-2.440679073E-1,-5.551348329E-1,9.839286804E0
3.334374256E1,-2.727817893E-1,-5.694918036E-1,9.853643417E0
3.334615454E1,-2.775674164E-1,-5.455635786E-1,9.858428955E0
3.334856652E1,-2.871387303E-1,-5.455635786E-1,9.877572060E0
3.335097849E1,-2.727817893E-1,-5.455635786E-1,9.877572060E0
3.335339047E1,-2.919243574E-1,-5.599204898E-1,9.868000984E0
3.335580245E1,-2.967100143E-1,-5.551348329E-1,9.858428955E0
3.335821443E1,-2.679961324E-1,-5.742774606E-1,9.868000984E0
3.336062641E1,-2.679961324E-1,-5.694918036E-1,9.868000984E0
3.336303839E1,-2.632105052E-1,-6.029912829E-1,9.882357597E0
3.336545032E1,-2.679961324E-1,-5.790630579E-1,9.877572060E0
3.336786230E1,-2.775674164E-1,-5.599204898E-1,9.863214493E0
3.337027428E1,-2.584248483E-1,-5.503492355E-1,9.877572060E0
3.337268625E1,-2.871387303E-1,-5.455635786E-1,9.877572060E0
3.337509823E1,-2.584248483E-1,-5.359922647E-1,9.882357597E0
3.337751021E1,-2.632105052E-1,-5.503492355E-1,9.891928673E0
3.337992219E1,-2.775674164E-1,-5.503492355E-1,9.882357597E0
3.338233417E1,-2.632105052E-1,-5.455635786E-1,9.868000984E0
3.338474610E1,-2.727817893E-1,-5.407779217E-1,9.858428955E0
3.338715808E1,-2.919243574E-1,-5.551348329E-1,9.863214493E0
3.338957006E1,-2.823530734E-1,-5.407779217E-1,9.877572060E0
3.339198204E1,-2.919243574E-1,-5.312066078E-1,9.863214493E0
3.339439402E1,-2.871387303E-1,-5.264210105E-1,9.868000984E0
3.339680599E1,-2.967100143E-1,-5.216353536E-1,9.877572060E0
3.339921797E1,-2.967100143E-1,-5.359922647E-1,9.863214493E0
3.340162995E1,-2.775674164E-1,-5.503492355E-1,9.868000984E0
3.340404183E1,-2.919243574E-1,-5.742774606E-1,9.872786522E0
3.340645386E1,-3.014956415E-1,-5.934200287E-1,9.863214493E0
3.340886584E1,-2.823530734E-1,-5.742774606E-1,9.868000984E0
3.341127782E1,-2.727817893E-1,-5.455635786E-1,9.868000984E0
3.341368980E1,-2.775674164E-1,-5.407779217E-1,9.872786522E0
3.341610178E1,-2.775674164E-1,-5.455635786E-1,9.872786522E0
3.341851375E1,-2.679961324E-1,-5.551348329E-1,9.891928673E0
3.342092568E1,-2.775674164E-1,-5.168496966E-1,9.882357597E0
3.342333766E1,-2.823530734E-1,-5.407779217E-1,9.868000984E0
3.342574964E1,-2.775674164E-1,-5.407779217E-1,9.844072342E0
3.342816162E1,-2.727817893E-1,-5.407779217E-1,9.863214493E0
3.343057360E1,-2.727817893E-1,-5.168496966E-1,9.872786522E0
3.343298558E1,-2.919243574E-1,-5.312066078E-1,9.877572060E0
3.343539756E1,-3.062812984E-1,-5.503492355E-1,9.872786522E0
3.343780954E1,-2.967100143E-1,-5.599204898E-1,9.872786522E0
3.344022146E1,-2.871387303E-1,-5.551348329E-1,9.872786522E0
3.344263344E1,-3.014956415E-1,-5.599204898E-1,9.868000984E0
3.344504542E1,-2.919243574E-1,-5.503492355E-1,9.877572060E0
3.344745740E1,-2.727817893E-1,-5.503492355E-1,9.868000984E0
3.344986938E1,-2.584248483E-1,-5.455635786E-1,9.863214493E0
3.345228136E1,-2.727817893E-1,-5.407779217E-1,9.872786522E0
3.345469334E1,-2.871387303E-1,-5.407779217E-1,9.863214493E0
3.345710532E1,-2.727817893E-1,-5.407779217E-1,9.868000984E0
3.345951730E1,-2.967100143E-1,-5.551348329E-1,9.872786522E0
3.346192922E1,-2.967100143E-1,-5.503492355E-1,9.868000984E0
3.346434120E1,-2.823530734E-1,-5.455635786E-1,9.872786522E0
3.346675313E1,-2.727817893E-1,-5.407779217E-1,9.877572060E0
3.346916516E1,-2.823530734E-1,-5.312066078E-1,9.882357597E0
3.347157714E1,-3.062812984E-1,-5.264210105E-1,9.877572060E0
3.347398912E1,-2.823530734E-1,-5.359922647E-1,9.877572060E0
3.347640110E1,-2.823530734E-1,-5.216353536E-1,9.887143135E0
3.347881308E1,-3.110669553E-1,-5.216353536E-1,9.868000984E0
3.348122500E1,-2.823530734E-1,-5.216353536E-1,9.863214493E0
3.348363698E1,-2.823530734E-1,-5.455635786E-1,9.858428955E0
3.348604896E1,-2.919243574E-1,-5.694918036E-1,9.853643417E0
3.348846094E1,-2.919243574E-1,-5.216353536E-1,9.858428955E0
3.349087292E1,-2.871387303E-1,-5.312066078E-1,9.848857880E0
3.349328490E1,-2.871387303E-1,-5.264210105E-1,9.858428955E0
3.349569688E1,-2.919243574E-1,-5.216353536E-1,9.872786522E0
3.349810881E1,-2.967100143E-1,-5.168496966E-1,9.863214493E0
3.350052079E1,-3.110669553E-1,-5.264210105E-1,9.853643417E0
3.350293277E1,-3.110669553E-1,-5.168496966E-1,9.863214493E0
3.350534474E1,-2.967100143E-1,-5.024927258E-1,9.858428955E0
3.350775672E1,-2.823530734E-1,-5.168496966E-1,9.863214493E0
3.351016870E1,-3.062812984E-1,-5.216353536E-1,9.868000984E0
3.351258068E1,-3.062812984E-1,-5.072783828E-1,9.863214493E0
3.351499266E1,-3.110669553E-1,-5.168496966E-1,9.877572060E0
3.351740464E1,-3.062812984E-1,-5.264210105E-1,9.877572060E0
3.351981652E1,-2.967100143E-1,-5.264210105E-1,9.872786522E0
3.352222855E1,-2.967100143E-1,-5.168496966E-1,9.848857880E0
3.352464052E1,-2.919243574E-1,-5.120640397E-1,9.863214493E0
3.352705250E1,-2.919243574E-1,-5.216353536E-1,9.868000984E0
3.352946448E1,-2.919243574E-1,-5.072783828E-1,9.858428955E0
3.353187641E1,-2.967100143E-1,-5.024927258E-1,9.853643417E0
3.353428844E1,-3.014956415E-1,-5.024927258E-1,9.853643417E0
3.353670037E1,-3.158525825E-1,-5.072783828E-1,9.848857880E0
3.353911235E1,-2.967100143E-1,-5.120640397E-1,9.877572060E0
3.354152433E1,-2.967100143E-1,-5.072783828E-1,9.877572060E0
3.354393631E1,-3.014956415E-1,-4.977070987E-1,9.877572060E0
3.354634829E1,-2.919243574E-1,-4.881358147E-1,9.872786522E0
3.354876027E1,-3.014956415E-1,-5.120640397E-1,9.858428955E0
3.355117224E1,-2.871387303E-1,-5.216353536E-1,9.829715729E0
3.355358422E1,-2.919243574E-1,-5.168496966E-1,9.844072342E0
3.355599620E1,-3.014956415E-1,-5.024927258E-1,9.863214493E0
3.355840813E1,-3.206382394E-1,-5.264210105E-1,9.868000984E0
3.356082011E1,-3.110669553E-1,-5.216353536E-1,9.853643417E0
3.356323209E1,-2.967100143E-1,-4.977070987E-1,9.858428955E0
3.356564407E1,-2.823530734E-1,-4.881358147E-1,9.829715729E0
3.356805605E1,-2.823530734E-1,-4.881358147E-1,9.839286804E0
3.357046803E1,-2.823530734E-1,-4.929214716E-1,9.839286804E0
3.357288000E1,-2.919243574E-1,-4.881358147E-1,9.853643417E0
3.357529198E1,-2.775674164E-1,-5.216353536E-1,9.863214493E0
3.357770391E1,-2.967100143E-1,-5.072783828E-1,9.868000984E0
3.358011589E1,-2.967100143E-1,-5.024927258E-1,9.863214493E0
3.358252787E1,-2.919243574E-1,-5.216353536E-1,9.858428955E0
3.358493985E1,-2.967100143E-1,-4.929214716E-1,9.863214493E0
3.358735183E1,-2.727817893E-1,-4.785645306E-1,9.872786522E0
3.358976381E1,-3.014956415E-1,-5.024927258E-1,9.868000984E0
3.359217579E1,-2.967100143E-1,-5.216353536E-1,9.868000984E0
3.359458776E1,-2.775674164E-1,-5.120640397E-1,9.858428955E0
3.359699974E1,-2.871387303E-1,-5.024927258E-1,9.877572060E0
3.359941167E1,-2.871387303E-1,-4.929214716E-1,9.872786522E0
3.360182365E1,-2.871387303E-1,-5.120640397E-1,9.882357597E0
3.360423563E1,-3.014956415E-1,-5.168496966E-1,9.882357597E0
3.360664761E1,-3.062812984E-1,-5.120640397E-1,9.887143135E0
3.360905959E1,-3.062812984E-1,-5.072783828E-1,9.858428955E0
3.361147157E1,-3.110669553E-1,-4.881358147E-1,9.863214493E0
3.361388349E1,-3.062812984E-1,-4.977070987E-1,9.858428955E0
3.361629547E1,-3.062812984E-1,-5.072783828E-1,9.868000984E0
3.361870745E1,-3.062812984E-1,-5.024927258E-1,9.872786522E0
3.362111943E1,-3.062812984E-1,-5.072783828E-1,9.863214493E0
3.362353141E1,-3.014956415E-1,-5.216353536E-1,9.877572060E0
3.362594339E1,-2.823530734E-1,-4.977070987E-1,9.858428955E0
3.362835537E1,-2.775674164E-1,-4.929214716E-1,9.872786522E0
3.363076735E1,-2.823530734E-1,-4.881358147E-1,9.877572060E0
3.363317933E1,-2.823530734E-1,-4.881358147E-1,9.872786522E0
3.363559125E1,-3.110669553E-1,-4.785645306E-1,9.863214493E0
3.363800323E1,-2.919243574E-1,-4.881358147E-1,9.872786522E0
3.364041521E1,-2.967100143E-1,-4.833501875E-1,9.868000984E0
3.364282719E1,-2.967100143E-1,-4.929214716E-1,9.877572060E0
3.364523917E1,-3.014956415E-1,-4.929214716E-1,9.868000984E0
3.364765115E1,-3.158525825E-1,-5.120640397E-1,9.868000984E0
3.365006313E1,-2.967100143E-1,-5.120640397E-1,9.877572060E0
3.365247511E1,-2.967100143E-1,-5.072783828E-1,9.877572060E0
3.365488709E1,-2.967100143E-1,-4.977070987E-1,9.882357597E0
3.365729902E1,-3.110669553E-1,-4.977070987E-1,9.877572060E0
3.365971099E1,-3.014956415E-1,-5.168496966E-1,9.858428955E0
3.366212297E1,-2.919243574E-1,-4.977070987E-1,9.872786522E0
3.366453495E1,-3.014956415E-1,-4.785645306E-1,9.863214493E0
3.366694693E1,-3.014956415E-1,-4.833501875E-1,9.877572060E0
3.366935891E1,-3.062812984E-1,-4.833501875E-1,9.877572060E0
3.367177089E1,-3.158525825E-1,-4.977070987E-1,9.891928673E0
3.367418287E1,-3.110669553E-1,-5.024927258E-1,9.872786522E0
3.367659480E1,-3.206382394E-1,-4.785645306E-1,9.863214493E0
3.367900678E1,-3.014956415E-1,-4.881358147E-1,9.882357597E0
3.368141875E1,-3.062812984E-1,-4.785645306E-1,9.882357597E0
3.368383073E1,-3.110669553E-1,-4.881358147E-1,9.882357597E0
3.368624271E1,-3.206382394E-1,-4.785645306E-1,9.882357597E0
3.368865469E1,-3.158525825E-1,-4.642075896E-1,9.872786522E0
3.369106667E1,-3.206382394E-1,-4.737788737E-1,9.877572060E0
3.369347865E1,-3.158525825E-1,-4.833501875E-1,9.882357597E0
3.369589058E1,-3.110669553E-1,-4.785645306E-1,9.872786522E0
3.369830256E1,-2.919243574E-1,-4.785645306E-1,9.853643417E0
3.370071448E1,-2.823530734E-1,-4.689932466E-1,9.863214493E0
3.370312652E1,-3.062812984E-1,-4.785645306E-1,9.853643417E0
3.370553849E1,-2.919243574E-1,-4.785645306E-1,9.848857880E0
3.370795047E1,-2.919243574E-1,-4.785645306E-1,9.858428955E0
3.371036245E1,-3.014956415E-1,-4.881358147E-1,9.872786522E0
3.371277443E1,-2.967100143E-1,-4.737788737E-1,9.848857880E0
3.371518636E1,-2.967100143E-1,-4.833501875E-1,9.853643417E0
3.371759834E1,-3.014956415E-1,-4.929214716E-1,9.853643417E0
3.372001032E1,-2.823530734E-1,-4.977070987E-1,9.877572060E0
3.372242230E1,-2.967100143E-1,-4.737788737E-1,9.863214493E0
3.372483428E1,-2.632105052E-1,-4.977070987E-1,9.858428955E0
3.372724625E1,-2.967100143E-1,-4.881358147E-1,9.844072342E0
3.372965823E1,-3.206382394E-1,-4.785645306E-1,9.863214493E0
3.373207021E1,-3.206382394E-1,-4.833501875E-1,9.834501266E0
3.373448214E1,-3.062812984E-1,-4.785645306E-1,9.853643417E0
3.373689412E1,-3.062812984E-1,-4.737788737E-1,9.858428955E0
3.373930610E1,-3.062812984E-1,-4.689932466E-1,9.877572060E0
3.374171808E1,-2.871387303E-1,-4.594219327E-1,9.863214493E0
3.374413006E1,-2.919243574E-1,-4.450650215E-1,9.853643417E0
3.374654204E1,-3.254238665E-1,-4.450650215E-1,9.848857880E0
3.374895402E1,-3.349951804E-1,-4.689932466E-1,9.848857880E0
3.375136599E1,-3.158525825E-1,-4.737788737E-1,9.848857880E0
3.375377792E1,-3.062812984E-1,-4.642075896E-1,9.848857880E0
3.375618990E1,-3.254238665E-1,-4.642075896E-1,9.863214493E0
3.375860188E1,-3.349951804E-1,-4.689932466E-1,9.882357597E0
3.376101386E1,-3.349951804E-1,-4.689932466E-1,9.858428955E0
3.376342584E1,-3.254238665E-1,-4.785645306E-1,9.868000984E0
3.376583782E1,-3.206382394E-1,-4.689932466E-1,9.868000984E0
3.376824980E1,-3.062812984E-1,-4.498506486E-1,9.882357597E0
3.377066178E1,-3.110669553E-1,-4.594219327E-1,9.853643417E0
3.377307370E1,-3.062812984E-1,-4.402793646E-1,9.863214493E0
3.377548568E1,-3.158525825E-1,-4.737788737E-1,9.853643417E0
3.377789766E1,-3.062812984E-1,-4.929214716E-1,9.844072342E0
3.378030964E1,-2.967100143E-1,-4.785645306E-1,9.848857880E0
3.378272162E1,-3.206382394E-1,-4.689932466E-1,9.863214493E0
3.378513360E1,-3.014956415E-1,-4.689932466E-1,9.872786522E0
3.378754558E1,-3.206382394E-1,-4.450650215E-1,9.877572060E0
3.378995756E1,-3.158525825E-1,-4.546363056E-1,9.891928673E0
3.379236954E1,-3.158525825E-1,-4.594219327E-1,9.887143135E0
3.379478146E1,-3.062812984E-1,-4.689932466E-1,9.887143135E0
3.379719344E1,-3.158525825E-1,-4.450650215E-1,9.872786522E0
3.379960542E1,-3.110669553E-1,-4.642075896E-1,9.877572060E0
3.380201740E1,-2.919243574E-1,-4.450650215E-1,9.872786522E0
3.380442938E1,-3.158525825E-1,-4.402793646E-1,9.872786522E0
3.380684136E1,-2.967100143E-1,-4.402793646E-1,9.887143135E0
3.380925334E1,-3.062812984E-1,-4.785645306E-1,9.877572060E0
3.381166532E1,-3.062812984E-1,-4.642075896E-1,9.872786522E0
3.381407724E1,-3.158525825E-1,-4.450650215E-1,9.872786522E0
3.381648922E1,-3.110669553E-1,-4.259224236E-1,9.872786522E0
3.381890120E1,-3.158525825E-1,-4.450650215E-1,9.872786522E0
3.382131318E1,-3.014956415E-1,-4.546363056E-1,9.872786522E0
3.382372516E1,-2.919243574E-1,-4.450650215E-1,9.868000984E0
3.382613714E1,-2.775674164E-1,-4.354937077E-1,9.848857880E0
3.382854912E1,-2.727817893E-1,-4.402793646E-1,9.877572060E0
3.383096105E1,-2.632105052E-1,-4.307080805E-1,9.868000984E0
3.383337302E1,-2.632105052E-1,-4.594219327E-1,9.868000984E0
